x,y,z
3.183345471694861317e+03,4.038919847393656255e+02,1.545427858159919651e+03
1.463136990881326483e+03,1.331032295013375801e+02,6.949084036540700708e+02
1.179135437702294666e+03,1.524315221823093509e+02,5.311708433467040322e+02
2.302443932545735152e+03,3.098882024550657661e+02,1.094735278474148345e+03
1.118522641031773901e+03,1.319748170077327245e+02,5.482311987655996290e+02
-1.081068064760896732e+03,-1.062583161055827929e+02,-4.819754604058307450e+02
-8.163285451701867714e+02,-1.056499428667613500e+02,-3.953853347392444562e+02
2.402955315872625306e+03,2.532374988432909220e+02,1.063220662080537295e+03
1.483256048953032860e+03,1.813901270734240256e+02,7.257254185797138462e+02
1.255763843895022774e+03,1.480828261975419196e+02,6.160812979131842440e+02
1.252253407098493335e+04,1.485987844221412615e+03,6.142169980316089095e+03
1.490571406895410064e+03,1.319651770139280984e+02,7.004151302643823556e+02
1.417037664182809067e+03,1.935281306086249060e+02,6.574043821583267118e+02
1.400979999149031983e+03,1.724462226527182338e+02,6.226955694463532609e+02
1.550591044333451237e+03,1.365453911641562001e+02,7.251671723577629791e+02
-4.486543656781331265e+03,-4.363916705356144803e+02,-2.177024798470274618e+03
1.154374038815581798e+03,1.506261643765294593e+02,5.196927397417923657e+02
1.340482535690513487e+03,1.177294947015054731e+02,6.199196168884579947e+02
1.420925265559281343e+03,1.924996700766068614e+02,6.768445216338628825e+02
1.597477322485003697e+03,2.171715639310961024e+02,7.590817574987918306e+02
1.141711659000691043e+03,1.443169711135908244e+02,5.569170003258374209e+02
1.055747103030444350e+03,1.421187280852284687e+02,5.060909735273892807e+02
1.366877250726420471e+03,1.610328375879691691e+02,6.035451193909328822e+02
1.622351150424641673e+03,1.472954262888320329e+02,7.761783177094074517e+02
3.275152943604044594e+03,4.371759854352439447e+02,1.576887980665360146e+03
1.321195489846612190e+03,1.442405639296804907e+02,6.496631152143215786e+02
1.031540105628669835e+03,1.106102565484867455e+02,5.068171151033341744e+02
1.459034336822772957e+03,1.289098782706610109e+02,6.909211776036323727e+02
1.076161849976902658e+03,1.455580006014589571e+02,4.907032761031034056e+02
1.642333686490235550e+03,2.072846012087158272e+02,7.311133867989236705e+02
1.274719669479540926e+03,1.682052657443653061e+02,5.739945437483848991e+02
2.524121353744242242e+03,3.007407337283713673e+02,1.114028685136873946e+03
-4.753607907463284391e+03,-4.898120419848269762e+02,-2.330858411385535419e+03
1.196433595256317631e+03,1.104926294166549923e+02,5.365308836129133852e+02
1.796958169786593317e+03,1.550469441599314848e+02,8.337425445013811895e+02
1.307194120140152563e+03,1.137823489615228567e+02,6.164367642678984112e+02
1.000667577022767318e+03,8.744178927492731646e+01,4.567751298640814639e+02
1.399907008042312327e+03,1.225611041059125199e+02,6.634897671418993923e+02
2.782714283365507526e+03,2.690243656972647841e+02,1.355421944206123271e+03
1.002248831631863482e+03,1.379736382739244220e+02,4.770815608859080612e+02
2.283128692576052799e+03,3.125652964813054950e+02,1.043055953604067781e+03
1.366004136586184813e+03,1.720503335651519023e+02,6.058465314682616736e+02
1.057458057160582257e+03,1.064784232860734647e+02,4.662197494127027539e+02
1.640219909459468909e+03,1.943708273265109483e+02,8.098607815128741549e+02
1.620825763154062088e+03,2.226746431913491335e+02,7.389949228653977116e+02
1.457060483319463856e+03,1.319340886430713908e+02,6.526012694841095936e+02
5.064247918982177907e+03,6.098334064925331859e+02,2.500475850614869614e+03
2.367808888727539397e+03,2.064328451046562805e+02,1.128610597933181225e+03
1.618567453033106631e+03,1.807463710435017106e+02,8.004832067804378539e+02
9.386480194588090171e+02,1.010853951212578608e+02,4.112214459277410583e+02
1.309740879103850148e+03,1.373855706956074130e+02,6.462369721007318049e+02
3.258934952220677587e+03,2.774828484392879204e+02,1.491515978993607860e+03
1.318356835065583255e+03,1.523307878782936768e+02,6.528238369407357595e+02
6.522903924811981824e+02,6.645082869613491994e+01,2.863379088243444244e+02
1.085060150836203093e+03,1.142656042105988377e+02,5.361345907435147637e+02
-3.073253648986267308e+03,-3.600756012185328245e+02,-1.521993291587951944e+03
4.925839934637897386e+04,4.374845959810510067e+03,2.371218629405799584e+04
1.454217144373523297e+03,2.020392591709103272e+02,6.638993330047173913e+02
1.387603945351580705e+03,1.519872475900577911e+02,6.064737170919840992e+02
2.698501098542969885e+03,2.691605070918026854e+02,1.185192866361065853e+03
1.216483635957356455e+03,1.573465149258194060e+02,5.392356202956081006e+02
2.739873067037849523e+03,2.304522125826320007e+02,1.255279059200706797e+03
7.048975107869956992e+04,5.968523143834479924e+03,3.211308524583622784e+04
1.627378619511690886e+03,1.358814922467288113e+02,7.656644371747039486e+02
1.288743567930060181e+03,1.082258793563029542e+02,5.886183796581223078e+02
8.450294573278200687e+02,1.126035482231078930e+02,3.767101158968877712e+02
-5.131356389853698602e+03,-5.314066173055888385e+02,-2.539410691240171218e+03
1.427727701066156897e+03,1.180937348840493542e+02,6.589088967441819022e+02
1.352265745200205856e+03,1.323445089002964039e+02,6.655956279611136779e+02
2.954144106693280992e+04,3.456236170156152184e+03,1.289256224072398436e+04
6.955479552920991182e+02,9.925240284576877059e+01,3.261444385626326152e+02
1.684900133471391018e+04,1.429909568866848531e+03,8.048739162409166966e+03
4.176096522244988591e+03,5.864112349952334853e+02,2.002541148924399522e+03
2.263466176497603101e+03,1.907881220363889554e+02,1.078813443007760952e+03
3.021252252475171190e+03,4.229310607798012711e+02,1.454766920119545830e+03
4.597174784786977398e+03,5.093298301405716870e+02,2.288891075527380963e+03
1.413693776083806824e+03,1.487622112490422523e+02,7.027051361777508873e+02
-2.567395950059924871e+03,-3.641153690764469388e+02,-1.172873027669759495e+03
1.479970817555984013e+03,1.331658380629124849e+02,6.555392653857763889e+02
7.134454418570210237e+02,6.837028519262307213e+01,3.128250585532726973e+02
2.833616527925020364e+03,2.293341798927330331e+02,1.305216865141711196e+03
1.437777426935775338e+03,1.415363214719004361e+02,7.113344162897235492e+02
-7.501191253462017130e+02,-7.535739599162756974e+01,-3.719230066937669790e+02
3.336561099162349251e+02,4.529186269810733734e+01,1.633676067601975319e+02
-1.419133796885853826e+03,-1.706569067803067696e+02,-6.179645590016290271e+02
7.590722772466675679e+02,1.083339164193609321e+02,3.465912915103484124e+02
1.248492572777800660e+03,1.206790762412827860e+02,5.454167106854157510e+02
-1.244320734437206374e+04,-1.663230131731527763e+03,-5.507892680404575003e+03
8.599811739630718876e+03,7.894356370660393623e+02,4.220458604583703163e+03
1.139821959015387620e+03,1.571613091006819900e+02,5.563417908020006735e+02
2.534182725174770894e+03,2.365991400151005450e+02,1.247209972950150586e+03
1.458114362228447590e+03,1.526904294520131486e+02,6.325755959271516531e+02
-5.285877811100746476e+04,-7.611778382147846060e+03,-2.519512697888700495e+04
1.512219054836197756e+03,1.398242592468550640e+02,7.436776749625253160e+02
1.152327613368764105e+03,9.219600798927118035e+01,5.287172523969128406e+02
2.131941809682291023e+03,1.742690880367570685e+02,9.643744525446569469e+02
1.484431235501687297e+03,1.463413008917284515e+02,7.366934054510732039e+02
1.376488498866940972e+03,1.741054406021604564e+02,6.851382635538249133e+02
-8.542676172900861275e+03,-1.203097220149400982e+03,-3.846408516476486511e+03
8.515878315167767596e+02,1.237636053406760652e+02,4.029222961383449615e+02
1.453691072684503979e+03,1.200431634258011542e+02,6.539073391579353256e+02
1.262195410426641274e+03,1.619095408142130452e+02,6.276528826744306571e+02
7.736697436028197217e+02,8.870743539917300780e+01,3.346836805292735448e+02
4.677879827963224670e+02,6.410458657788639414e+01,2.296316644964283000e+02
8.002699058939782617e+02,6.559295639313268111e+01,3.604611594491174174e+02
5.588186015582692562e+03,5.009968321527467765e+02,2.459084346683829153e+03
1.811736838330079763e+03,2.213128241833914842e+02,7.865863468499998135e+02
1.575857292418346560e+03,2.178656066447559283e+02,7.718555465831990432e+02
1.090259472569160835e+03,1.200213852899421596e+02,4.711765634624214272e+02
2.839224125043088861e+03,3.306609566156229221e+02,1.228290215969063183e+03
1.379037855425756561e+03,1.307313922243024535e+02,6.013344565442680505e+02
-1.518812587420077080e+03,-1.205480163417413451e+02,-7.180680354629124622e+02
5.428361804947279597e+04,7.461283321207833069e+03,2.410795371480418180e+04
1.732524603273757521e+03,2.184308839534579363e+02,7.542802226279063689e+02
1.901210339367644792e+03,2.510989481128626437e+02,8.347286359347559710e+02
1.897738697440844362e+03,2.385900648220586220e+02,9.474139377215824425e+02
1.798172734412419231e+03,1.647064047812048670e+02,7.871819095334865324e+02
1.483042857559753429e+03,1.916698219071738549e+02,7.381061873117262166e+02
2.722130920780878114e+03,3.964882598827261972e+02,1.297926494498544344e+03
1.051914954910599590e+03,1.515853189031874990e+02,4.780669913244011013e+02
1.395885619538187257e+03,2.043405790107254916e+02,6.456250512660235472e+02
1.366534177811775180e+03,1.409345614408495067e+02,6.830252348162758835e+02
1.471243576604433883e+03,1.680690580802098850e+02,7.382651036484282940e+02
-5.251920159960080127e+03,-4.198741040253003121e+02,-2.375600651082630066e+03
3.945969602065518302e+03,5.019296790639078267e+02,1.717697314733062512e+03
1.211289479589029042e+03,1.705532443199186616e+02,5.920855724734645946e+02
1.225632103720667146e+03,1.000280380456999154e+02,5.910413998792588472e+02
5.471210465262917069e+02,6.125853417897588571e+01,2.355934519916996805e+02
1.481215961245170092e+03,2.005679234876691339e+02,6.521830589479618538e+02
7.258738716694961113e+03,5.625213269879636755e+02,3.332480962569678923e+03
1.331340396339916424e+03,1.968464742392976063e+02,6.233714551458664346e+02
1.135639891935807100e+04,1.626983288984929686e+03,5.111184127184809768e+03
8.689973036834262530e+02,1.252385571911955395e+02,3.923936623115010320e+02
1.425381894554832115e+03,1.253548323661077291e+02,6.255770340276667412e+02
1.244014444535527218e+03,1.145294834424625066e+02,6.161669011820712285e+02
7.596044183141766553e+02,7.808900744064949606e+01,3.273181800782080586e+02
1.289634988646529109e+03,1.403993060451701922e+02,6.485213589616012086e+02
1.454825972461775928e+04,1.910161727924007209e+03,6.346040523031097109e+03
4.268899692949478776e+03,5.580172775582153690e+02,1.859972734812555018e+03
1.290490927064576454e+03,1.861751695101535518e+02,5.811049141893608976e+02
2.148527648836200387e+04,2.938008215314865083e+03,1.063936047339805918e+04
1.142836297105597623e+03,1.417472757202920661e+02,5.739819209104158517e+02
1.742914884611916932e+03,1.831183464653666704e+02,8.758418921864891900e+02
-2.074970890393040008e+03,-1.845614808267779097e+02,-9.066036465685596113e+02
1.297252083224607077e+03,1.095879729492733645e+02,5.723362036204301830e+02
1.328415275214120811e+03,1.106198043113043070e+02,6.474046050880839402e+02
1.430638330989128917e+03,1.572881462603357363e+02,6.140664434826330762e+02
1.361968045620962812e+03,1.155488291519481550e+02,5.998360132434769412e+02
-1.067840723312133014e+04,-8.391590544542235648e+02,-4.804888451508084472e+03
9.683096903946826615e+02,1.349572012884625565e+02,4.778546719464736725e+02
4.890588188807757433e+03,7.230765890449356448e+02,2.341550698118894161e+03
1.441079402056245044e+03,1.171482958675852331e+02,6.406768772977562776e+02
7.118016698455547839e+02,5.372939543575928667e+01,3.299011956569044628e+02
1.301058591073582647e+04,1.094538043206724069e+03,5.733222489373955796e+03
-3.634749457280835031e+03,-3.659534322211493986e+02,-1.563522124535038301e+03
1.009215303131311703e+04,1.083473165358457436e+03,4.327008734324019315e+03
1.255249941525576560e+03,1.628995757321592919e+02,5.445011922793336225e+02
9.241884446978997403e+02,8.366540751948829779e+01,4.016630967168032953e+02
1.340660261990276013e+03,1.295227055111355696e+02,5.782410721635238815e+02
1.266851522702021384e+03,1.115238827535180803e+02,5.525247711545896436e+02
6.542401829561459635e+03,8.844688534400859226e+02,3.259761587268964831e+03
5.587248795433570194e+02,5.985856930312358060e+01,2.818450690957150186e+02
1.634740405760891463e+03,1.224308113938465681e+02,7.513620441868141597e+02
1.256515522116066450e+03,1.884279941781566663e+02,5.791699849833637472e+02
2.471614370938011780e+04,3.364716400204076763e+03,1.231667856633328302e+04
1.437993164333446430e+03,1.606904922766119341e+02,7.270089805918856882e+02
-5.822597935973687527e+03,-5.909486474984501001e+02,-2.931079654689196104e+03
1.450419063287963809e+03,1.190996155396176022e+02,6.394198133964565613e+02
1.665039067062227787e+03,2.015377801857866586e+02,7.139838467856343414e+02
1.498741394848183972e+03,1.253923225465407256e+02,7.364470194061799475e+02
5.415962787217874848e+02,7.552621235284090062e+01,2.380974285045178362e+02
1.258825080023510964e+03,1.361867203402850066e+02,5.376462273090086228e+02
1.115616722501256163e+03,1.190952373464327394e+02,4.766049071181995487e+02
1.258868283931506312e+03,9.319075114126708570e+01,5.770174999097107502e+02
1.337984824239359341e+03,1.902836401921020979e+02,5.916419153369188280e+02
1.592511361548943341e+03,1.350373328347007487e+02,6.958769943284469264e+02
1.295124004130300364e+03,1.783728627781370051e+02,6.454576041903312671e+02
1.554108900429702999e+03,1.500601219095483714e+02,7.806662624359477149e+02
1.237235828800657146e+03,1.345836417526087416e+02,6.263697125066973967e+02
9.673974856264889240e+03,1.198958879904346986e+03,4.890355307069874470e+03
6.686187364814641114e+02,7.216482161446506893e+01,3.385480931004287868e+02
1.508031480958694374e+03,1.240200196335030967e+02,7.402564708846028907e+02
5.303253153715605004e+04,7.803131666468766525e+03,2.586435952417701628e+04
1.735337384148452884e+03,1.410990324771694020e+02,7.636064290551493059e+02
1.374424591095776805e+03,1.584530705357944100e+02,5.863447370857097667e+02
1.323281410015222718e+03,1.998653946185794723e+02,6.074028684533284377e+02
8.388063108439343978e+02,1.119974819776392962e+02,4.211467378458931421e+02
1.895925668209683863e+03,2.812224145241738711e+02,9.219545664888734109e+02
1.475567561679006303e+03,1.070633307370112561e+02,6.803362815666509960e+02
3.143916417103808726e+03,4.754754418885000860e+02,1.505526071292103325e+03
1.121257968118238750e+03,1.352358338231383073e+02,5.687333263704135788e+02
1.872070322985803386e+03,2.434568514926994283e+02,8.062922240910837672e+02
1.793776492942209870e+03,1.319652392738414903e+02,8.521867965315732363e+02
5.741122283820077428e+03,6.458242737689021169e+02,2.443499576777744551e+03
1.246818078123892155e+04,8.972557627462161918e+02,5.779066521191849461e+03
1.607277262773980510e+03,2.146781751118550687e+02,6.948648072732510173e+02
1.264136782763715928e+03,1.451244012560047167e+02,6.423889693455480483e+02
3.439126021421262976e+03,2.943026034176920689e+02,1.493108971225682581e+03
1.589630745715776811e+03,1.143610189896649700e+02,7.320698831002679299e+02
1.515678355375495130e+03,1.091251565446240193e+02,6.969163451869870869e+02
1.522652142808007738e+03,1.534748157124008401e+02,6.491662268165540581e+02
1.887464096383015431e+03,2.782643145513368950e+02,9.244734808487324926e+02
1.323974215555914270e+03,1.461984941678969960e+02,5.628489912323099134e+02
1.304863827667012856e+03,1.957974449732413404e+02,5.897686878014800413e+02
7.534408260986076584e+02,1.103715111995563660e+02,3.354011902137040124e+02
2.158846675649439476e+03,1.900681311521028647e+02,1.076677766431520695e+03
-1.405699631814714394e+03,-1.888415415372008965e+02,-7.070568029150526854e+02
1.534471370996136102e+03,1.683628455807577495e+02,7.799131926902299483e+02
3.106625255296161868e+03,2.495143122682554804e+02,1.525061120590957898e+03
-1.059703396609803349e+03,-7.958349601353398839e+01,-5.107227772071140066e+02
1.320751729595244115e+03,2.025761274263474547e+02,6.128047751139231423e+02
8.877545757515343894e+02,1.305015512429486364e+02,4.360922685254963653e+02
1.184700531269692419e+03,1.599110764410595777e+02,5.958747174564734905e+02
-1.612885504565100973e+03,-2.341629595679843305e+02,-7.966599585602791649e+02
1.793611145718648459e+03,1.496405739802767414e+02,7.804934319092124042e+02
1.304085630840696012e+03,2.010269929172866625e+02,6.082497051679702054e+02
1.244686602374504218e+03,1.240195447881039144e+02,6.303319820306827523e+02
7.615346586396047996e+02,9.511051796438042061e+01,3.250286121879910297e+02
9.793864078569540652e+03,1.029133698643167236e+03,4.979203954921574223e+03
1.185976259658836398e+03,1.226406934289409634e+02,6.024578039657983481e+02
3.397070832393654314e+02,4.806432665726827480e+01,1.484606513693511829e+02
6.995829731824983355e+02,1.041089362807660450e+02,3.124247123498458905e+02
3.684581056147493655e+03,5.624531817501289197e+02,1.776195835832865214e+03
1.010487425421233092e+04,9.706748763796097137e+02,5.109086659920668353e+03
1.270363361618135968e+03,1.176549553142274647e+02,5.430081162169716436e+02
1.319851668017786551e+03,1.161011180210509082e+02,6.609273913794997952e+02
1.108443602072432441e+03,1.403927731857064600e+02,5.634783187091120453e+02
1.149837007036637942e+03,1.112492420398274788e+02,4.894393359301226951e+02
1.416555869657660651e+03,1.264729540512898467e+02,7.108797361558980583e+02
2.635193313379054871e+03,1.940040314371097168e+02,1.271000973203195826e+03
1.277309697370827507e+03,1.738366511460419304e+02,5.514749168315829593e+02
1.477889890888498485e+03,1.794260092009747041e+02,7.533181131147596261e+02
5.025484146921606907e+02,6.979330264581031429e+01,2.180240553809826736e+02
1.168814421728351135e+03,1.022092872906005141e+02,5.026444874504077234e+02
7.570813539652257532e+03,1.160846789181217900e+03,3.446728945674221904e+03
9.495107778524968580e+02,8.519935574640201992e+01,4.771237642536208909e+02
8.149319373117677969e+02,9.134755557620384536e+01,4.159798431964503607e+02
-3.700902075071198851e+03,-2.637743582136894247e+02,-1.764024792190935386e+03
1.426363117523624851e+03,1.220338729934435236e+02,7.122717439330742764e+02
-8.580988307731422537e+03,-1.333810691849804698e+03,-4.050938415435406114e+03
1.371356281975003640e+03,1.023419912241013066e+02,6.084757182318405739e+02
1.428997341771792435e+03,1.085913457986854240e+02,6.973045630414154630e+02
2.018474092980116211e+03,1.705844087694280802e+02,8.715847235204241770e+02
1.772833065826579286e+03,1.605309962802795098e+02,8.925636934109492131e+02
1.511062870496434925e+03,2.138536411683109293e+02,6.579694735608911742e+02
5.787688386047212589e+03,8.958850225151564928e+02,2.768600353698169783e+03
1.093898960442560337e+03,9.299898671151873941e+01,5.462398203865556070e+02
1.175003898273591176e+03,1.730369543337741334e+02,5.192916597531201433e+02
3.773273048490303609e+03,5.629601095243549480e+02,1.678299151456207710e+03
1.407954676421333261e+03,1.424200953847798701e+02,7.164568915443142032e+02
1.136014481927217957e+03,1.772504022123540040e+02,5.351869859707539945e+02
1.745769270911294598e+03,2.237226496385564474e+02,8.889162914769118515e+02
1.391444426097067662e+03,9.638656790769380223e+01,6.575857311552966848e+02
1.554574894664476915e+03,2.155565152041521344e+02,6.716065650120311830e+02
1.315135146475062356e+03,9.018127879420829629e+01,6.140524265475006587e+02
1.438043594955127674e+03,2.227964360275451270e+02,6.560789327461044422e+02
1.241173847421057417e+03,1.918615209577648386e+02,5.647782679025623338e+02
-5.307928752541724862e+02,-3.626847011247530617e+01,-2.465364563133474292e+02
1.333898358904082215e+03,2.077065181081196386e+02,6.124598409888561719e+02
2.449702966134021835e+02,2.414414183421212101e+01,1.037170384169279913e+02
1.268986069263329455e+03,1.358151861353964307e+02,6.487186664103290923e+02
1.047122386731747383e+03,7.165212557737704913e+01,4.815032862736064772e+02
2.369283157792092425e+03,3.474019371617270053e+02,1.178219563457331560e+03
1.294729511069720729e+03,1.151094970583910850e+02,6.522695638842432118e+02
-5.319189989126868568e+03,-7.987704215994143624e+02,-2.364233300064419382e+03
1.550828605448664803e+03,2.143532926138017558e+02,6.685430166662224565e+02
2.221287540875716786e+03,1.567126354538582405e+02,9.979991154182804394e+02
1.342031161889112354e+03,1.353764486752926928e+02,6.843884828091267991e+02
1.307479713137957560e+03,2.053825559919300190e+02,6.127694801861795213e+02
1.164369513374863800e+03,1.801808857165241591e+02,5.633675813698491766e+02
2.193612129924566034e+03,3.352770660355458858e+02,1.072005623070587262e+03
1.407412210356584410e+03,1.945158082615496653e+02,6.059927919676230204e+02
3.277902382955041958e+03,5.161355012888560623e+02,1.531149577846229477e+03
1.177552804698368163e+03,1.725490184007750543e+02,5.869560402560925922e+02
1.448924214793082001e+03,1.035108566064071596e+02,7.000498543551560715e+02
1.427013752286028648e+03,1.310203186004085580e+02,7.227385239575073683e+02
3.349313336436066947e+03,4.308299571261496794e+02,1.710030356592154703e+03
1.304293011336768359e+03,1.732254023473441862e+02,5.565002471451622341e+02
1.458845732449501702e+04,1.604500299047990893e+03,6.137715871734620123e+03
1.237696796735155658e+03,1.950257302256485730e+02,5.726857485143178792e+02
9.168953556704117318e+02,1.396569816986384183e+02,4.503132055187975311e+02
1.997238888276621992e+03,2.138411590801933926e+02,8.400544595247782809e+02
1.482404080586887403e+03,1.338997958581067564e+02,7.503915965736263161e+02
1.726450231986226754e+03,2.693545890812677612e+02,7.844842425717907872e+02
1.336192772309009797e+03,8.929287752085738816e+01,6.173895636777257323e+02
2.373742067443947235e+03,3.447355592507311712e+02,1.189856794382405269e+03
1.140255921337800601e+03,1.407330811828874744e+02,4.810549390379052852e+02
1.174645815245008862e+03,1.449879396240226015e+02,6.026406276221008511e+02
1.315799177019980789e+03,9.017899519800884889e+01,6.296190481224953146e+02
4.206621994736554370e+03,3.843399480109712840e+02,2.135199145549609511e+03
1.417515316211348818e+03,1.279645768865496507e+02,6.014981804514138730e+02
5.465573067903025049e+02,4.494715242304542357e+01,2.737609269348402563e+02
1.312579226773593473e+04,1.438662383679627965e+03,5.507535130069524712e+03
-6.621196925021627976e+03,-9.013595049287673646e+02,-2.829314401331511817e+03
1.699497046105601612e+03,1.435509557207400348e+02,8.548430095411864613e+02
2.784932037752499127e+03,3.311900560003358009e+02,1.431784911284819145e+03
1.317558361943715909e+03,1.938112317543506151e+02,6.590789074917031485e+02
1.497202422334506309e+03,1.035140251740480295e+02,6.695617240721102235e+02
