x,y,z
35.23818013793805,1161.8974687071498,738.5386224274813
-651.5347527500256,-19383.035101272217,-12380.095795941354
72.0674804255057,2143.969991046864,1369.4747181905084
53.27801136142426,1588.0685263776465,1014.3395091164792
206.95361549715443,6167.796211415951,3939.1421190829424
59.79835358874442,1781.6362080650886,1138.1437137919747
37.51362245606817,1119.7408355360938,715.2275099299576
-48.03494120226294,-1428.7256810652943,-912.4303071137896
44.051432438083644,1315.2449017153117,840.1428740489769
217.15631378735605,6446.186797864417,4117.50824798426
13.759649812571846,410.55111306552425,262.1902976927239
49.806997664871965,1479.5377629393888,944.8852003148586
40.35444380072897,1198.4783974348873,765.6160780143317
48.60682679766848,1447.2788662218838,924.2230308393811
41.870941204165355,1246.8039970000336,796.5655726603777
32.954820034295196,977.4191105194136,624.407366817162
39.77712913999552,1189.6592506691084,759.9409763538408
-295.0520437050306,-8781.703419401409,-5607.472216122284
41.53579958569414,1242.613254613469,793.7647815652197
20.5651125872584,614.7376761400175,392.5688968609495
40.00801399347914,1185.9203895798844,757.3506318947478
103.89367500334872,3110.890178066664,1986.9875561263514
40.76669481239785,1209.3029950820223,772.6348332432565
48.51765427340033,1453.3774666519357,928.3120102502421
44.989927445046426,1347.130770024885,860.6046278082799
34.17045079241875,1011.356165078089,645.8606479153575
39.2809489718421,1166.55295564884,745.4121152973764
49.158126244063496,1463.6157278372318,934.4546448017151
-29.552273748283767,-885.946997686967,-565.8282888923138
36.82334273620462,1101.410573190886,703.7630911966096
44.25215699035085,1309.533871043635,836.2176427372291
32.55750183794636,962.0909162325812,614.4998380818099
24.40597794374118,731.7889188279742,467.50949041311685
43.92077826494136,1313.3489866165035,839.2175430987386
39.13633693231797,1163.2560821127936,742.6467433925568
47.449712831586275,1401.9635145357518,895.6476700738559
50.92748158146166,1516.2618594175951,968.9835139455018
12.625768556639745,378.04328751080624,241.37347931555453
49.01995786677968,1455.484100511732,929.209478801371
45.24850975963199,1358.3217426421,867.45606526572
45.741595417264506,1355.7818314718627,865.5930802728843
35.86793027099081,1061.4074331254494,677.7078875416654
48.6472832538542,1438.8996015924358,919.3865615757339
42.2764368158213,1249.8819676844034,798.5876582732668
45.69260407631365,1354.2302863638638,865.3877679489674
41.42738082132665,1225.4853180197554,783.046923114122
18.299735336524257,549.3717554721104,350.8276622621621
11.579988052597567,347.2378206379835,221.8652322248876
108.88408849697903,3217.5907430016114,2054.585567139586
45.82801821463792,1366.2977714245699,872.2005721864532
-1553.6090669172734,-46673.663487593396,-29816.14228146553
16.385497104433977,490.11762869891515,312.8934146632549
41.609232973105506,1228.8560764051608,784.6890366227876
18.019888524843132,531.6785609659031,339.5529240707013
96.93218837024445,2913.9024910909766,1861.1933801662408
-16.097908267941243,-478.2390389291245,-305.64380009137756
44.24944806128515,1308.0085468299192,835.141847251891
35.645144746998916,1066.3443411477713,681.4659324650455
-174.74792751186527,-5181.845647039548,-3307.9913025948304
57.47552679404914,1694.6084288224736,1082.4988916098855
54.90450456634491,1648.1940237716396,1053.1322112065925
39.463784859931444,1182.5677419968258,755.7053779620602
65.07116429499037,1939.203591545136,1237.8498252525515
-170.85522299610943,-5041.8726880395625,-3219.4933594359304
34.947573051407396,1042.8603006412816,666.5232239835946
39.592369328847106,1170.8480310735633,747.5014311516414
50.34674237873838,1512.7179355457504,965.9040254510753
85.65748240166884,2524.091738158619,1612.3404943985772
92.16780509433451,2715.7558374867153,1734.5230195452714
62.051217720556636,1867.25551530751,1192.5581431728942
42.60453364109018,1281.6328924070085,818.7645546757846
50.71500350542989,1526.5545006844925,975.007984474685
43.81877590635444,1315.2339934942645,840.4643731914236
49.01676590683979,1446.1259636625832,924.0355046577586
285.3771933121401,8589.544536944082,5487.2455174505885
43.990350326109606,1305.178587530838,834.2111916036307
33.89415257604942,1020.1528013822776,651.4566246577721
46.36983926246123,1384.0086163471083,884.6165937388843
39.792660034166886,1189.3884503544314,759.1799089299049
52.9531319400698,1585.4258472183374,1012.0040934172611
5.7879669627843695,172.12837526882507,109.8640706695762
91.48797723166096,2754.2219048701713,1759.645439183762
-758.336670943824,-22362.601132074793,-14289.827734935809
35.94920621858248,1082.4851531520067,691.2406902977946
78.00370634174493,2347.021821163747,1498.5650015528872
38.84910595218355,1165.7286561501257,744.1611009274128
224.5535355259647,6740.109807169574,4307.445648670586
100.03300677521976,3000.9099923960334,1915.6453240009716
46.49122287037456,1369.2340310773975,874.3115849590205
36.517349735058424,1096.8472988919925,700.949855769665
71.8385252051773,2163.7002667032866,1381.6528046647036
35.34455612581855,1055.4647119606163,673.6562196573616
-33.85938064428213,-1000.9444785615111,-639.7366864581761
-25.61376769364729,-769.4020076008275,-491.1702888191021
74.93799567904195,2223.3680284364664,1421.1898409804514
46.76940068512961,1399.7321448996233,893.4152527366148
39.68978187472908,1185.1811863441208,756.4375700860758
395.6468422073414,11818.972442220236,7543.449176970605
47.31954779541173,1391.897135624377,888.9221034144917
43.979874527252534,1325.9848543150624,847.029714646506
43.40007906905861,1299.4279406745518,830.5635978430694
49.192295804522665,1446.6347093894628,923.944150965725
-142.75144830068822,-4217.7823744608695,-2692.374883475088
35.729001536577655,1073.8382607441692,686.2528942289789
42.4448364801945,1248.0581883755776,797.2472565659378
44.33343140768632,1335.886240768459,853.021534508493
49.80961820051531,1501.2646563154392,958.658350109357
35.917095205494974,1077.2214538395103,687.5996999427291
32.99046873979951,993.6499731853481,634.4281769252723
42.390106491401895,1265.743097662582,809.1039451559028
51.62527734550155,1520.2998745363918,970.6673482690169
102.47570621392666,3084.6921988607974,1969.3902908589969
41.93157642023983,1246.5064593181808,795.54284342248
32.76051166246099,972.9047605182061,620.9317856032345
46.38843947207246,1364.383198774116,871.2506103246487
33.31649626137774,1003.8028993205286,641.3820347154169
50.82456016695326,1524.1746135483434,974.1982547377357
39.43152097993128,1186.0189233245758,757.9427762729205
78.22965975922581,2337.497303418007,1494.2155083877415
-151.18048232566107,-4480.049901651953,-2859.3534669168857
37.606116743724584,1108.3356008694423,708.3116079188925
56.970586747155,1673.8596410962086,1069.1927345070717
41.55245842946436,1221.330865934218,779.9496676838238
31.617911949607787,929.4908602018676,593.8621337681872
44.53133686311214,1309.2254098722292,836.0175313291751
88.62767610875402,2617.8334466011756,1670.9681983522316
31.238647412695155,942.3712484485669,601.7531371822071
70.6589666824255,2130.7178575802673,1361.3919845486464
42.25148839601747,1266.9061482123618,809.8038413669142
33.02418403177151,977.4557711294366,624.8245119844125
51.89371512026902,1550.0671869544203,989.2293028381694
50.13451202395796,1512.1802527576267,966.2148110638635
45.824389459297315,1349.3034894038726,862.3227305033278
160.0951294776007,4786.767860738083,3054.8496272354023
75.41271577145226,2216.726717007654,1415.3907302390687
51.373485464359504,1529.1464144563288,975.8459013325634
29.196045046835646,867.2556237108126,554.4336869520646
41.672336285166956,1236.0837346867795,788.84637716879
103.12067636609402,3028.0451490135706,1934.5755015553189
41.786515961423085,1246.2674150974576,795.3111295134092
20.346003527084385,602.5687674071222,385.2074603035546
34.52719611338287,1024.3615706695753,653.7153079849986
-97.34537166226293,-2905.7076001103105,-1854.2904924838876
1570.6610953131562,46207.37170279898,29499.301453196695
44.96306961504997,1357.2847074113843,867.2290556700165
43.11033959759365,1281.7831880271237,819.4684616380578
84.2546713952197,2492.5746272062715,1593.4273017757323
37.570880370634995,1128.5330823521526,721.3646286669775
86.75186030565892,2546.047611036506,1626.6080779647698
2229.1307580560688,65440.63348182899,41811.87612655369
51.78906258275379,1519.463027634655,970.3695080644065
40.78529443986118,1196.9113224588998,764.711885380397
26.081621389097585,785.0082027620861,501.7436844297951
-163.45606348025547,-4845.114097933136,-3091.9200417725147
45.29229065981946,1328.3219145837106,848.5416621843644
43.135039053462265,1274.874836367426,813.6269259567698
914.7096808070942,27301.236494114615,17454.691690149215
21.575331856931346,652.5572058546394,416.78746445816085
537.3966212955296,15777.921008429299,10073.931853055816
130.19645413230765,3933.222445130459,2511.3027362753623
72.18048341198237,2118.591636195544,1352.729515213522
94.28261000333741,2847.6265953522516,1818.0528622749762
146.16526883883654,4348.687837828174,2774.8882926510196
45.03982151933256,1336.1989210738593,852.6421607233304
-79.29814068416366,-2397.328629474251,-1531.7507475448326
46.469352411296285,1367.8969637326607,874.3437456768888
22.30713073253721,658.6103540021599,421.03824669781517
89.93148001114912,2635.100669608693,1683.3670569362164
45.89824387795801,1356.9398032201266,865.9335038823368
-23.935548413200973,-708.3644622003238,-452.0299110266121
10.46381369799105,315.3469176522913,201.27979923416586
-43.86615689952935,-1311.4656462871344,-838.4976615143867
23.434620011706254,708.80047503265,452.88540279016166
38.99889840036575,1151.9169919241008,736.4393129503397
-383.5386245542788,-11546.25413453659,-7380.619137251328
274.88550222540806,8099.190323089128,5169.119411099974
35.69306871264812,1076.8686458966265,687.3789987011049
80.99294666043677,2388.274968937805,1524.1970901405155
45.33889937994942,1344.7188689586992,859.7902609445833
-1643.7211903393345,-49748.83759158237,-31766.890876267466
48.34247533511435,1424.8408622259467,909.3433344622791
36.5614260463514,1070.7900167664518,684.0854972313107
67.42298807841141,1976.3875658472737,1262.8974660993817
47.41399301609839,1401.8541349533743,894.5534866598219
43.474357645299875,1303.9326040380852,832.0561738846569
-263.3019050345964,-7956.0255947518945,-5084.48094049531
26.43102397498441,800.5126477697016,511.22064047937323
45.912047775408936,1346.4046123726919,860.4124637306915
39.82737269350468,1195.6523242136286,762.9740458397981
23.944993718414207,713.8246153479688,456.4297350888978
14.669936468627576,442.4022583827721,282.3663063295686
25.28761477073003,741.3460040087393,473.7438596529053
175.29664306606267,5159.268937532551,3298.0496830442066
55.9308853232957,1673.8025218596486,1070.207770689581
49.37336053556188,1489.8914033801295,950.9671344591422
33.802987117283095,1005.3366355643726,642.8326467005356
87.80819008596261,2620.0806543031154,1675.3191462531456
43.09831748281546,1271.7918800130863,813.097276591488
-48.46604149268045,-1418.9847400889014,-906.1338497816024
1671.5443175525777,50419.62538410177,32227.97985255705
53.42287042082806,1601.9821393148027,1024.2516431490612
58.56075021184639,1761.4945504025125,1126.1131911793746
59.992287626329365,1798.6503382145736,1147.6883019580443
56.31131132604611,1658.9794217194235,1060.577699079705
46.78533160437401,1405.235851789162,896.7036942768984
84.59758778420901,2562.621178656855,1636.3461791619486
32.43120923881698,981.6142960178396,627.2422338986942
43.12892330533549,1306.9540024589257,834.9218965372266
43.62514385680594,1292.8395932547128,824.9026088384736
46.78313025280082,1394.3501856941837,889.6286481600878
-166.2235231697638,-4868.106143814302,-3110.6832683757493
