,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
, Mission, Provenance Name, Instrument, Project, Filters, Waveband, Target Name, Target Classification, Observation ID, RA, Dec, Calibration Level, Start Time, Exposure Length, Release Date, Proposal Type," Distance ("")",
, string, string, string, string, string, string, string, string, string, ra, dec, int, float, float, float, string, float,
,obs_collection,provenance_name,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,calib_level,t_min,t_exptime,t_obs_release,proposal_type,distance,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910040,,hlsp_qlp_tess_ffi_s0019-0000000311910040_tess_v01_llc,88.0977043341,32.5896707497,4,58815.59938175,1800,59181.05508,,142.97628562925,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910057,,hlsp_qlp_tess_ffi_s0019-0000000311910057_tess_v01_llc,88.048467498,32.5863512042,4,58815.59938336,1800,59181.05508,,143.08653156277,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910392,,hlsp_qlp_tess_ffi_s0019-0000000311910392_tess_v01_llc,88.0392288931,32.5263301362,4,58815.59938457,1800,59181.05508,,144.241246625988,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910023,,hlsp_qlp_tess_ffi_s0019-0000000311910023_tess_v01_llc,88.0663034839,32.5937178955,4,58815.59938269,1800,59181.05508,,145.834233332928,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910138,,hlsp_qlp_tess_ffi_s0019-0000000311910138_tess_v01_llc,88.0323393923,32.5717306257,4,58815.5993841,1800,59181.05508,,145.856910360951,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910408,,hlsp_qlp_tess_ffi_s0019-0000000311910408_tess_v01_llc,88.0408472786,32.5233074126,4,58815.59938456,1800,59181.05508,,147.951028892715,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992721,,hlsp_qlp_tess_ffi_s0019-0000000311992721_tess_v01_llc,88.1248556729,32.5398028835,4,58815.59938164,1800,59181.05508,,150.425483027586,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992706,,hlsp_qlp_tess_ffi_s0019-0000000311992706_tess_v01_llc,88.1242425257,32.5374464556,4,58815.5993817,1800,59181.05508,,151.535326352604,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992680,,hlsp_qlp_tess_ffi_s0019-0000000311992680_tess_v01_llc,88.1208783939,32.5312321802,4,58815.5993819,1800,59181.05508,,151.978992062555,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910356,,hlsp_qlp_tess_ffi_s0019-0000000311910356_tess_v01_llc,88.0303187273,32.5327183206,4,58815.59938476,1800,59181.05508,,153.857717912212,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910232,,hlsp_qlp_tess_ffi_s0019-0000000311910232_tess_v01_llc,88.0237130309,32.555249087,4,58815.59938462,1800,59181.05508,,156.205515655425,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910484,,hlsp_qlp_tess_ffi_s0019-0000000311910484_tess_v01_llc,88.0629067105,32.509265435,4,58815.59938408,1800,59181.05508,,158.686620566127,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992654,,hlsp_qlp_tess_ffi_s0019-0000000311992654_tess_v01_llc,88.1188303615,32.5251687588,4,58815.59938206,1800,59181.05508,,159.042622810646,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992660,,hlsp_qlp_tess_ffi_s0019-0000000311992660_tess_v01_llc,88.1211958817,32.5268735379,4,58815.59938196,1800,59181.05508,,161.194346674513,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992883,,hlsp_qlp_tess_ffi_s0019-0000000311992883_tess_v01_llc,88.1234449686,32.5776426937,4,58815.59938112,1800,59181.05508,,163.983862581705,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910014,,hlsp_qlp_tess_ffi_s0019-0000000311910014_tess_v01_llc,88.1017397188,32.5947909102,4,58815.59938154,1800,59181.05508,,164.931819281383,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992749,,hlsp_qlp_tess_ffi_s0019-0000000311992749_tess_v01_llc,88.1315713995,32.5458261103,4,58815.59938134,1800,59181.05508,,165.281091667893,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910069,,hlsp_qlp_tess_ffi_s0019-0000000311910069_tess_v01_llc,88.0353424623,32.5848958734,4,58815.5993838,1800,59181.05508,,165.544967416362,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910355,,hlsp_qlp_tess_ffi_s0019-0000000311910355_tess_v01_llc,88.0259574759,32.5327811939,4,58815.59938489,1800,59181.05508,,165.600117529416,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992687,,hlsp_qlp_tess_ffi_s0019-0000000311992687_tess_v01_llc,88.1267920791,32.5324933634,4,58815.59938169,1800,59181.05508,,165.754460101534,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910233,,hlsp_qlp_tess_ffi_s0019-0000000311910233_tess_v01_llc,88.0203798451,32.5550803414,4,58815.59938473,1800,59181.05508,,166.278324408718,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909998,,hlsp_qlp_tess_ffi_s0019-0000000311909998_tess_v01_llc,88.0743648748,32.6006679044,4,58815.59938232,1800,59181.05508,,167.796720244455,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992733,,hlsp_qlp_tess_ffi_s0019-0000000311992733_tess_v01_llc,88.1317071967,32.5418986573,4,58815.59938139,1800,59181.05508,,168.402974490953,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992778,,hlsp_qlp_tess_ffi_s0019-0000000311992778_tess_v01_llc,88.1334153406,32.5517180766,4,58815.59938119,1800,59181.05508,,169.0170275409,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910468,,hlsp_qlp_tess_ffi_s0019-0000000311910468_tess_v01_llc,88.0437640933,32.513103701,4,58815.59938463,1800,59181.05508,,170.544206536858,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910251,,hlsp_qlp_tess_ffi_s0019-0000000311910251_tess_v01_llc,88.0183163623,32.5509403011,4,58815.59938486,1800,59181.05508,,172.53139932998,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992886,,hlsp_qlp_tess_ffi_s0019-0000000311992886_tess_v01_llc,88.127760255,32.5779202678,4,58815.59938097,1800,59181.05508,,175.742278936913,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910503,,hlsp_qlp_tess_ffi_s0019-0000000311910503_tess_v01_llc,88.0748873458,32.5028362556,4,58815.59938379,1800,59181.05508,,176.649916659269,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992903,,hlsp_qlp_tess_ffi_s0019-0000000311992903_tess_v01_llc,88.1253877311,32.5817840014,4,58815.59938099,1800,59181.05508,,177.104383216126,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910414,,hlsp_qlp_tess_ffi_s0019-0000000311910414_tess_v01_llc,88.0292837989,32.5221154478,4,58815.59938495,1800,59181.05508,,177.271746047639,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910500,,hlsp_qlp_tess_ffi_s0019-0000000311910500_tess_v01_llc,88.0657123715,32.503086725,4,58815.59938408,1800,59181.05508,,178.615870702357,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992700,,hlsp_qlp_tess_ffi_s0019-0000000311992700_tess_v01_llc,88.13524357,32.5368174064,4,58815.59938136,1800,59181.05508,,183.731292889372,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910498,,hlsp_qlp_tess_ffi_s0019-0000000311910498_tess_v01_llc,88.0490191687,32.5060598723,4,58815.59938457,1800,59181.05508,,184.378072617711,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909977,,hlsp_qlp_tess_ffi_s0019-0000000311909977_tess_v01_llc,88.0681415311,32.605784637,4,58815.59938244,1800,59181.05508,,187.788370509897,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992864,,hlsp_qlp_tess_ffi_s0019-0000000311992864_tess_v01_llc,88.1360845388,32.5725378569,4,58815.59938079,1800,59181.05508,,190.221001019556,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992898,,hlsp_qlp_tess_ffi_s0019-0000000311992898_tess_v01_llc,88.1318083841,32.5800717311,4,58815.59938081,1800,59181.05508,,190.24884594708,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992939,,hlsp_qlp_tess_ffi_s0019-0000000311992939_tess_v01_llc,88.1225459077,32.5906813681,4,58815.59938095,1800,59181.05508,,190.916709712578,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992755,,hlsp_qlp_tess_ffi_s0019-0000000311992755_tess_v01_llc,88.1415095188,32.5478330586,4,58815.59938099,1800,59181.05508,,194.351844918564,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910525,,hlsp_qlp_tess_ffi_s0019-0000000311910525_tess_v01_llc,88.0703851277,32.4981418064,4,58815.59938401,1800,59181.05508,,194.386325740805,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909965,,hlsp_qlp_tess_ffi_s0019-0000000311909965_tess_v01_llc,88.0755990327,32.6082049026,4,58815.59938217,1800,59181.05508,,194.818197668169,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910260,,hlsp_qlp_tess_ffi_s0019-0000000311910260_tess_v01_llc,88.0109413712,32.5499956408,4,58815.59938511,1800,59181.05508,,195.051786635775,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992632,,hlsp_qlp_tess_ffi_s0019-0000000311992632_tess_v01_llc,88.1274177602,32.5179647474,4,58815.59938189,1800,59181.05508,,195.597408278038,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992856,,hlsp_qlp_tess_ffi_s0019-0000000311992856_tess_v01_llc,88.138874579,32.5706073692,4,58815.59938073,1800,59181.05508,,195.795277432013,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910485,,hlsp_qlp_tess_ffi_s0019-0000000311910485_tess_v01_llc,88.0336717708,32.5092698008,4,58815.59938501,1800,59181.05508,,200.020234861064,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909993,,hlsp_qlp_tess_ffi_s0019-0000000311909993_tess_v01_llc,88.0419529865,32.601659949,4,58815.59938334,1800,59181.05508,,200.146716735589,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910508,,hlsp_qlp_tess_ffi_s0019-0000000311910508_tess_v01_llc,88.0464670582,32.5020461331,4,58815.59938471,1800,59181.05508,,200.766448284477,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992798,,hlsp_qlp_tess_ffi_s0019-0000000311992798_tess_v01_llc,88.1441146116,32.5561258795,4,58815.59938078,1800,59181.05508,,201.708422104628,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910467,,hlsp_qlp_tess_ffi_s0019-0000000311910467_tess_v01_llc,88.027760419,32.5131689459,4,58815.59938513,1800,59181.05508,,201.87338622461,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910188,,hlsp_qlp_tess_ffi_s0019-0000000311910188_tess_v01_llc,88.0089842081,32.5621574726,4,58815.59938499,1800,59181.05508,,203.374140604719,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910448,,hlsp_qlp_tess_ffi_s0019-0000000311910448_tess_v01_llc,88.022656414,32.5170168789,4,58815.59938524,1800,59181.05508,,204.423204661957,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992857,,hlsp_qlp_tess_ffi_s0019-0000000311992857_tess_v01_llc,88.1422459114,32.5706234235,4,58815.59938062,1800,59181.05508,,205.53117225099,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992710,,hlsp_qlp_tess_ffi_s0019-0000000311992710_tess_v01_llc,88.143293159,32.538235324,4,58815.59938108,1800,59181.05508,,205.719891857736,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992966,,hlsp_qlp_tess_ffi_s0019-0000000311992966_tess_v01_llc,88.1199595042,32.5991310114,4,58815.5993809,1800,59181.05508,,208.227768954188,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910499,,hlsp_qlp_tess_ffi_s0019-0000000311910499_tess_v01_llc,88.0362411314,32.5046997903,4,58815.59938499,1800,59181.05508,,208.419144322723,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992616,,hlsp_qlp_tess_ffi_s0019-0000000311992616_tess_v01_llc,88.1279749083,32.5126915241,4,58815.59938196,1800,59181.05508,,209.364212092536,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992905,,hlsp_qlp_tess_ffi_s0019-0000000311992905_tess_v01_llc,88.1387371662,32.5825920509,4,58815.59938055,1800,59181.05508,,213.004697117199,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909949,,hlsp_qlp_tess_ffi_s0019-0000000311909949_tess_v01_llc,88.0702854459,32.613079476,4,58815.59938226,1800,59181.05508,,213.200220994154,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992855,,hlsp_qlp_tess_ffi_s0019-0000000311992855_tess_v01_llc,88.1451838999,32.5702932457,4,58815.59938053,1800,59181.05508,,213.693917212488,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910504,,hlsp_qlp_tess_ffi_s0019-0000000311910504_tess_v01_llc,88.0355186228,32.5026993607,4,58815.59938505,1800,59181.05508,,215.592319899954,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910025,,hlsp_qlp_tess_ffi_s0019-0000000311910025_tess_v01_llc,88.0213677119,32.5932646159,4,58815.59938412,1800,59181.05508,,217.245115701458,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992589,,hlsp_qlp_tess_ffi_s0019-0000000311992589_tess_v01_llc,88.1243319755,32.5060576174,4,58815.59938217,1800,59181.05508,,218.953030027047,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910538,,hlsp_qlp_tess_ffi_s0019-0000000311910538_tess_v01_llc,88.0530370777,32.4941378455,4,58815.59938462,1800,59181.05508,,219.459939984973,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909971,,hlsp_qlp_tess_ffi_s0019-0000000311909971_tess_v01_llc,88.0394146117,32.6073070985,4,58815.59938333,1800,59181.05508,,221.589717408364,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992795,,hlsp_qlp_tess_ffi_s0019-0000000311992795_tess_v01_llc,88.1508147273,32.5550558278,4,58815.59938059,1800,59181.05508,,221.867497623103,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910555,,hlsp_qlp_tess_ffi_s0019-0000000311910555_tess_v01_llc,88.0588155308,32.491234403,4,58815.59938448,1800,59181.05508,,224.678831118278,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909940,,hlsp_qlp_tess_ffi_s0019-0000000311909940_tess_v01_llc,88.0960656682,32.6145640954,4,58815.59938142,1800,59181.05508,,225.572276240656,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992872,,hlsp_qlp_tess_ffi_s0019-0000000311992872_tess_v01_llc,88.1485916103,32.5745474597,4,58815.59938036,1800,59181.05508,,228.295988417682,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992887,,hlsp_qlp_tess_ffi_s0019-0000000311992887_tess_v01_llc,88.1476709402,32.577948486,4,58815.59938034,1800,59181.05508,,230.11710250118,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910545,,hlsp_qlp_tess_ffi_s0019-0000000311910545_tess_v01_llc,88.0453069484,32.4934318578,4,58815.59938488,1800,59181.05508,,230.332397344389,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992870,,hlsp_qlp_tess_ffi_s0019-0000000311992870_tess_v01_llc,88.1497783838,32.5740698083,4,58815.59938033,1800,59181.05508,,231.12663089667,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910375,,hlsp_qlp_tess_ffi_s0019-0000000311910375_tess_v01_llc,88.004337,32.528763,4,58815.59938564,1800,59181.05508,,231.564469771081,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992568,,hlsp_qlp_tess_ffi_s0019-0000000311992568_tess_v01_llc,88.122083771,32.4999408645,4,58815.59938234,1800,59181.05508,,231.959182897456,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910351,,hlsp_qlp_tess_ffi_s0019-0000000311910351_tess_v01_llc,88.0016358164,32.5332744107,4,58815.59938566,1800,59181.05508,,233.876079864211,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992995,,hlsp_qlp_tess_ffi_s0019-0000000311992995_tess_v01_llc,88.1249902596,32.6056120414,4,58815.59938064,1800,59181.05508,,235.993079990118,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910323,,hlsp_qlp_tess_ffi_s0019-0000000311910323_tess_v01_llc,87.9982962897,32.5396460704,4,58815.59938567,1800,59181.05508,,238.036369927601,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910031,,hlsp_qlp_tess_ffi_s0019-0000000311910031_tess_v01_llc,88.0103973544,32.5921596546,4,58815.59938448,1800,59181.05508,,241.080606774998,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910527,,hlsp_qlp_tess_ffi_s0019-0000000311910527_tess_v01_llc,88.0281693096,32.4977640165,4,58815.59938535,1800,59181.05508,,242.990225165766,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910143,,hlsp_qlp_tess_ffi_s0019-0000000311910143_tess_v01_llc,87.996701155,32.571095487,4,58815.59938524,1800,59181.05508,,246.612293276908,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910473,,hlsp_qlp_tess_ffi_s0019-0000000311910473_tess_v01_llc,88.0094594852,32.5122446519,4,58815.59938573,1800,59181.05508,,246.773455378736,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992692,,hlsp_qlp_tess_ffi_s0019-0000000311992692_tess_v01_llc,88.1558870821,32.5336929415,4,58815.59938075,1800,59181.05508,,246.92070824755,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992663,,hlsp_qlp_tess_ffi_s0019-0000000311992663_tess_v01_llc,88.1536716405,32.5276058189,4,58815.59938091,1800,59181.05508,,247.624305809845,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910558,,hlsp_qlp_tess_ffi_s0019-0000000311910558_tess_v01_llc,88.0375112651,32.4907919939,4,58815.59938516,1800,59181.05508,,249.239993020003,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910015,,hlsp_qlp_tess_ffi_s0019-0000000311910015_tess_v01_llc,88.0092714823,32.59477662,4,58815.59938448,1800,59181.05508,,249.365046133454,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992774,,hlsp_qlp_tess_ffi_s0019-0000000311992774_tess_v01_llc,88.1599223378,32.5513575455,4,58815.59938035,1800,59181.05508,,249.460842560925,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909963,,hlsp_qlp_tess_ffi_s0019-0000000311909963_tess_v01_llc,88.0248078749,32.6084993862,4,58815.59938378,1800,59181.05508,,249.908891269749,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910526,,hlsp_qlp_tess_ffi_s0019-0000000311910526_tess_v01_llc,88.0238552392,32.4980744414,4,58815.59938549,1800,59181.05508,,250.092587335359,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992867,,hlsp_qlp_tess_ffi_s0019-0000000311992867_tess_v01_llc,88.158203964,32.5728206499,4,58815.59938008,1800,59181.05508,,254.15657672514,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910547,,hlsp_qlp_tess_ffi_s0019-0000000311910547_tess_v01_llc,88.0287093527,32.4932310229,4,58815.59938541,1800,59181.05508,,255.410453984033,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910239,,hlsp_qlp_tess_ffi_s0019-0000000311910239_tess_v01_llc,87.9905538797,32.5539170017,4,58815.59938569,1800,59181.05508,,256.634808099664,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992591,,hlsp_qlp_tess_ffi_s0019-0000000311992591_tess_v01_llc,88.1424521851,32.5064351531,4,58815.59938159,1800,59181.05508,,257.224522729948,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910046,,hlsp_qlp_tess_ffi_s0019-0000000311910046_tess_v01_llc,87.9994387602,32.5884762207,4,58815.59938489,1800,59181.05508,,262.270363036761,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992672,,hlsp_qlp_tess_ffi_s0019-0000000311992672_tess_v01_llc,88.1595484426,32.5292557541,4,58815.5993807,1800,59181.05508,,262.326870347994,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909896,,hlsp_qlp_tess_ffi_s0019-0000000311909896_tess_v01_llc,88.1008868124,32.6255478239,4,58815.5993811,1800,59181.05508,,267.589277489495,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992913,,hlsp_qlp_tess_ffi_s0019-0000000311992913_tess_v01_llc,88.1590591364,32.5837793282,4,58815.59937989,1800,59181.05508,,270.157998623064,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992728,,hlsp_qlp_tess_ffi_s0019-0000000311992728_tess_v01_llc,88.1660149477,32.5409769101,4,58815.59938032,1800,59181.05508,,271.250224478621,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992564,,hlsp_qlp_tess_ffi_s0019-0000000311992564_tess_v01_llc,88.1414467568,32.4996415617,4,58815.59938172,1800,59181.05508,,271.393742909766,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992646,,hlsp_qlp_tess_ffi_s0019-0000000311992646_tess_v01_llc,88.1600163335,32.5223490189,4,58815.59938079,1800,59181.05508,,272.678095321564,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910606,,hlsp_qlp_tess_ffi_s0019-0000000311910606_tess_v01_llc,88.1006316082,32.4788890234,4,58815.59938334,1800,59181.05508,,272.741677072026,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311993018,,hlsp_qlp_tess_ffi_s0019-0000000311993018_tess_v01_llc,88.1379295618,32.6111722303,4,58815.59938014,1800,59181.05508,,276.554028343272,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910511,,hlsp_qlp_tess_ffi_s0019-0000000311910511_tess_v01_llc,88.0070381204,32.5014451508,4,58815.59938597,1800,59181.05508,,276.755460264561,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909964,,hlsp_qlp_tess_ffi_s0019-0000000311909964_tess_v01_llc,88.0099933175,32.6084752442,4,58815.59938425,1800,59181.05508,,279.779679262905,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910200,,hlsp_qlp_tess_ffi_s0019-0000000311910200_tess_v01_llc,87.9831943674,32.5600616455,4,58815.59938583,1800,59181.05508,,280.094346389617,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992707,,hlsp_qlp_tess_ffi_s0019-0000000311992707_tess_v01_llc,88.1692451012,32.5375589377,4,58815.59938026,1800,59181.05508,,283.060653828152,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910617,,hlsp_qlp_tess_ffi_s0019-0000000311910617_tess_v01_llc,88.0486216958,32.4765697562,4,58815.59938502,1800,59181.05508,,283.782753033474,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910572,,hlsp_qlp_tess_ffi_s0019-0000000311910572_tess_v01_llc,88.0216775365,32.4876609819,4,58815.59938571,1800,59181.05508,,284.03002514484,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910629,,hlsp_qlp_tess_ffi_s0019-0000000311910629_tess_v01_llc,88.0973603368,32.4744111335,4,58815.59938351,1800,59181.05508,,285.952605503655,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311993089,,hlsp_qlp_tess_ffi_s0019-0000000311993089_tess_v01_llc,88.1167632337,32.6269131322,4,58815.59938058,1800,59181.05508,,288.900692270245,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992758,,hlsp_qlp_tess_ffi_s0019-0000000311992758_tess_v01_llc,88.1729898435,32.5484916414,4,58815.59937998,1800,59181.05508,,289.475062675872,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992619,,hlsp_qlp_tess_ffi_s0019-0000000311992619_tess_v01_llc,88.1609324681,32.5132683864,4,58815.5993809,1800,59181.05508,,289.645894995964,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909985,,hlsp_qlp_tess_ffi_s0019-0000000311909985_tess_v01_llc,87.9997701101,32.6030807793,4,58815.59938465,1800,59181.05508,,290.36518113846,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910592,,hlsp_qlp_tess_ffi_s0019-0000000311910592_tess_v01_llc,88.0274595265,32.4824090854,4,58815.59938561,1800,59181.05508,,290.481295258021,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910002,,hlsp_qlp_tess_ffi_s0019-0000000311910002_tess_v01_llc,87.9953517571,32.5983088425,4,58815.59938487,1800,59181.05508,,291.233941730959,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910183,,hlsp_qlp_tess_ffi_s0019-0000000311910183_tess_v01_llc,87.9794366638,32.5629180552,4,58815.59938591,1800,59181.05508,,292.523931933058,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311993040,,hlsp_qlp_tess_ffi_s0019-0000000311993040_tess_v01_llc,88.1384487462,32.6167431226,4,58815.59938004,1800,59181.05508,,292.793891948898,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910602,,hlsp_qlp_tess_ffi_s0019-0000000311910602_tess_v01_llc,88.031787959,32.47965698,4,58815.59938551,1800,59181.05508,,292.815555806991,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992789,,hlsp_qlp_tess_ffi_s0019-0000000311992789_tess_v01_llc,88.1751548423,32.5539792085,4,58815.59937983,1800,59181.05508,,295.640915983908,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910641,,hlsp_qlp_tess_ffi_s0019-0000000311910641_tess_v01_llc,88.0561091728,32.4713528618,4,58815.59938486,1800,59181.05508,,296.327976051219,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992650,,hlsp_qlp_tess_ffi_s0019-0000000311992650_tess_v01_llc,88.1693256513,32.5238530358,4,58815.59938047,1800,59181.05508,,296.82614659269,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910305,,hlsp_qlp_tess_ffi_s0019-0000000311910305_tess_v01_llc,87.9769042675,32.5429972481,4,58815.59938629,1800,59181.05508,,300.213275560287,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910657,,hlsp_qlp_tess_ffi_s0019-0000000311910657_tess_v01_llc,88.0859324658,32.4681407753,4,58815.59938397,1800,59181.05508,,302.813803371528,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992969,,hlsp_qlp_tess_ffi_s0019-0000000311992969_tess_v01_llc,88.1608583455,32.6000562761,4,58815.59937958,1800,59181.05508,,303.076097478065,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910647,,hlsp_qlp_tess_ffi_s0019-0000000311910647_tess_v01_llc,88.0531780272,32.4695302571,4,58815.59938499,1800,59181.05508,,304.656819279475,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992862,,hlsp_qlp_tess_ffi_s0019-0000000311992862_tess_v01_llc,88.176560836,32.5723457823,4,58815.5993795,1800,59181.05508,,307.665613817876,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311993068,,hlsp_qlp_tess_ffi_s0019-0000000311993068_tess_v01_llc,88.1373805776,32.623275945,4,58815.59937998,1800,59181.05508,,309.379832847431,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909981,,hlsp_qlp_tess_ffi_s0019-0000000311909981_tess_v01_llc,87.9921970528,32.6050305604,4,58815.59938486,1800,59181.05508,,312.955122140071,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909961,,hlsp_qlp_tess_ffi_s0019-0000000311909961_tess_v01_llc,87.9946836194,32.6095555967,4,58815.59938471,1800,59181.05508,,316.941676231809,
