designation,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,bp_rp,bp_g,g_rp,l,b,distance
Gaia DR2 3451179979541286912,87.9904313775678,0.069809412075727,32.5190892084772,0.06106576694013,0.582089566880101,0.070222641230111,8.289201,1.229836,0.521019,0.7088175,177.628699599616,3.01255430746258,4.80260253346948
Gaia DR2 3451177750450502144,88.1472919832978,0.046494867679294,32.4996330121579,0.04067601391376,0.695872761953579,0.047218609660935,14.73726,1.063605,0.4468994,0.6167059,177.712700646487,3.11667360972626,4.80586593214519
Gaia DR2 3451179979534555008,87.9910266250981,0.317038389538441,32.517900580044,0.259459421677968,0.413242774777833,0.350504587912159,1.178994,1.196524,0.2740593,0.9224644,177.62998018696,3.01238287269752,4.80618035812075
Gaia DR2 3451205547478792704,88.1404265278038,0.077548345652274,32.6122405170345,0.061101333591073,0.135785666905094,0.0766801783698,1.770805,0.6408253,0.2228193,0.4180059,177.612539607448,3.16874908594526,4.80658227992903
Gaia DR2 3451194032668107648,88.0280287915697,0.206532542209451,32.6220357398702,0.175603681977106,0.470913117728201,0.223965077043817,2.102618,1.186623,0.4165802,0.7700424,177.555998561617,3.09212463624024,4.8116570837036
Gaia DR2 3451177681731041280,88.1276371877376,0.374430199401474,32.4853649536355,0.397096994447803,1.19576750443655,0.457960303078234,2.611072,1.70014,0.6896439,1.010496,177.716603422464,3.09515099575469,4.81378040712249
Gaia DR2 3451201355587000192,88.1713704411696,0.609795899587219,32.5455183719767,0.582080368772121,0.578842235067541,0.633690825760103,0.9134458,1.478098,0.2086563,1.269442,177.683383107405,3.15742544806981,4.82206244541345
Gaia DR2 3451180189991969792,88.0671514282905,0.036515394089457,32.4729826100819,0.031463013220815,0.667418022336914,0.036523068718984,18.27388,0.9835796,0.4052401,0.5783396,177.701375139841,3.04489529285325,4.82339351182231
Gaia DR2 3451201355587004032,88.1707673352424,0.249595176050551,32.5408701917929,0.233535631232539,0.530341951087646,0.255309951693176,2.077247,1.431715,0.4480934,0.9836216,177.687138976569,3.15463255268856,4.82590209826152
Gaia DR2 3451180361790879104,88.0504396563967,0.728957268879675,32.4755872791751,0.611221958918327,0.82510807517713,0.654887276708318,1.259924,1.077381,-0.2370052,1.314386,177.691962950136,3.03406873231578,4.82688193689454
Gaia DR2 3451201316931097856,88.1692358185847,0.035697855121279,32.5337469812247,0.028351957631294,0.742051499803389,0.037244624675811,19.92372,0.8057432,0.3197231,0.4860201,177.692634904636,3.14991097858566,4.83345057545284
Gaia DR2 3451180224351697664,88.0973720409245,0.03096100958684,32.4743868168975,0.024756288577101,0.737576948786439,0.031327424086383,23.54413,0.7389193,0.2887316,0.4501877,177.713115131505,3.06757886670677,4.83364175976645
Gaia DR2 3451180357490206208,88.03790288455,0.282847746443894,32.4792418218585,0.249530894671972,0.270120481073923,0.295399183403265,0.9144253,1.89954,0.793951,1.105589,177.683434066516,3.02681130939206,4.83541432770837
Gaia DR2 3451205783698648320,88.1134616257478,0.147092629587693,32.6273669652782,0.125046867996806,0.192216627802769,0.15770409518824,1.218844,1.196133,0.4767017,0.7194309,177.587951420508,3.15683738073818,4.83917648977013
Gaia DR2 3451204482323171072,88.1701004596694,0.499924912541517,32.5695790114186,0.442184564167448,-0.084067241425304,0.5517557124205,-0.1523632,1.369205,0.3604755,1.00873,177.66206298437,3.16869027836805,4.83976929181438
Gaia DR2 3451181530021770240,87.9861252901049,0.066961238961754,32.5262388366853,0.058667404883748,0.281334679426022,0.064661478846377,4.350885,1.167974,0.457819,0.7101555,177.6206856812,3.01305871872468,4.84199620797022
Gaia DR2 3451193311113123840,87.9806628109712,0.142412444045372,32.5518643461203,0.128816659950688,0.723920866997259,0.148650919302719,4.869939,1.651472,0.7596512,0.8918209,177.596239801123,3.02211011949262,4.84430306824831
Gaia DR2 3451181530018134912,87.9859496666861,10.653720889242,32.5263911126035,9.4451451590719,NaN,NaN,NaN,NaN,NaN,NaN,177.620479009266,3.01300852747986,4.84735864217431
Gaia DR2 3451177299473943936,88.1068398842761,0.178941422136578,32.4763114483494,0.163602514620891,0.419083074560692,0.184487933649348,2.271601,1.356033,0.5429535,0.8130798,177.715510402922,3.07543889794072,4.85100809220395
Gaia DR2 3451194067027856896,88.0456048115289,0.329109282676814,32.6295745158378,0.318220913461742,-0.057048858634627,0.390585109234405,-0.14606,1.402161,0.4172955,0.9848652,177.557017249454,3.10870529349339,4.85226530998109
Gaia DR2 3451217470306176000,88.0615935926748,1.42924964260249,32.6328913644882,1.25550279266319,0.211243535756511,1.40426624246075,0.1504298,1.667156,0.2439709,1.423185,177.560997132808,3.12199127943469,4.85247101337297
Gaia DR2 3451180357490652288,88.0405954048475,0.141246983620522,32.4779078498527,0.124285389663386,0.760210817660044,0.142014448944994,5.353053,1.496469,0.6824684,0.8140011,177.685739605974,3.02809115540768,4.85626887267729
Gaia DR2 3451177784807943936,88.1605597015532,0.849656703998789,32.5139462446866,12.1187863249978,NaN,NaN,NaN,0.8891582,-0.8276367,1.716795,177.706020620075,3.1335725150913,4.85739884415087
Gaia DR2 3451205783698644096,88.1065476265601,0.083580837251155,32.6298756586146,0.075360977963418,1.1401244597264,0.095391689652335,11.95203,1.602467,0.7419415,0.8605251,177.582829273353,3.15309008217867,4.85772987486133
Gaia DR2 3451194067027862272,88.037880195431,0.044303851694388,32.6271877400423,0.038311042105728,0.654584858765974,0.039348691455574,16.63549,0.8526373,0.3429098,0.5097275,177.555770475131,3.10188846782063,4.85992591275867
Gaia DR2 3451180185691957760,88.0581373153673,0.546900071176366,32.4734679688434,0.526997872539565,0.870956888637654,0.501360121703046,1.737188,0.8844681,-0.1535378,1.038006,177.697091964492,3.03858871526165,4.86035682363662
Gaia DR2 3451201355587004160,88.1713735297772,1.88222390740254,32.5403724189268,1.43924935050297,NaN,NaN,NaN,0.769659,-0.4166546,1.186314,177.687828067798,3.15482101774026,4.86078891240224
Gaia DR2 3451201321228733696,88.1675110391702,2.29927530503184,32.5271202699234,1.64712479724109,NaN,NaN,NaN,1.145578,-0.3178844,1.463463,177.697619269691,3.14530023830001,4.86093945055145
Gaia DR2 3451205581836522240,88.1240691045167,3.53938579222928,32.6233747625306,2.47868012102381,NaN,NaN,NaN,1.348824,0.09283638,1.255987,177.59593335976,3.16251470716084,4.86128685788885
Gaia DR2 3451194140043551744,88.0216307432481,1.51920285684312,32.619564663552,1.43747316738993,0.922455623226238,2.02286538485642,0.4560143,0.8450699,-0.3682175,1.213287,177.55539118614,3.08622738744197,4.86144204752149
Gaia DR2 3451181530021769344,87.9829341881154,0.041501527484924,32.534206313887,0.034855427559965,0.377162514033963,0.039986863365706,9.43216,0.6867495,0.2626314,0.424118,177.612444702542,3.01478880468065,4.86185512982758
Gaia DR2 3451193482911904512,87.9866965964874,0.128272287427049,32.5820852780261,0.110902041666626,0.471851205986332,0.127190559523658,3.709797,1.448584,0.6232605,0.8253231,177.572758794363,3.04184200528072,4.86211920296787
Gaia DR2 3451193723430111488,87.9916676686879,0.097049387263075,32.5912730291185,0.086545289058135,0.191447914680809,0.102871905621644,1.861032,1.164216,0.485878,0.6783381,177.566963760097,3.05011671507353,4.8629992231254
Gaia DR2 3451204684186648832,88.1629486335769,0.155049655083383,32.5885142025521,0.132387402323319,0.757775857775091,0.161904890440468,4.680377,1.498711,0.6466618,0.8520489,177.642654485504,3.17308603310553,4.86586430827473
Gaia DR2 3451194032668111872,88.0344698123778,0.219030768009496,32.6259787008451,0.188718281544962,0.43553150033335,0.234160121783698,1.859973,1.225952,0.4757195,0.7502327,177.555353844942,3.09880003411224,4.86622695683555
Gaia DR2 3451194105681426560,87.9987231278771,0.541608659207589,32.6008622672502,0.509506779165391,0.153203726839978,0.534742543239278,0.2865,1.238678,0.2163296,1.022348,177.561714734991,3.06010733056053,4.867270059783
Gaia DR2 3451201321227272064,88.1694429042412,0.17311987731784,32.5321348815476,0.122289111877759,0.549289143088116,0.209818872799338,2.617921,1.27293,0.5284367,0.7444935,177.694115532649,3.14924486626553,4.86762623247327
Gaia DR2 3451204409307553920,88.1721498615394,0.365674569307897,32.5620806678848,0.317118440786728,-0.170026565107822,0.406038215567067,-0.4187452,1.306059,0.4803581,0.8257008,177.669414313166,3.16638132221831,4.87078775651846
Gaia DR2 3451205581838533888,88.1193557622107,0.159717369818144,32.6257044330043,0.133689216140944,0.381825216794846,0.179463290828951,2.127595,1.217672,0.4385738,0.7790985,177.591906879807,3.16027361814956,4.8725194657792
Gaia DR2 3451193384131005184,87.9815319609639,0.382930950381514,32.5673579603694,0.312996368527994,0.760880573896128,0.524323192259082,1.451167,1.24913,0.4379921,0.8111382,177.583248388092,3.030612021449,4.8762699578335
Gaia DR2 3451201321227273344,88.1691643262707,0.452001034389212,32.530551037287,0.329171155053494,0.153827556572061,0.566943363450541,0.2713279,1.579782,0.5049992,1.074783,177.695364025547,3.14824003087929,4.87941229707215
Gaia DR2 3451205749341305088,88.0974694292029,0.331178922612585,32.6323686786486,0.28434884469126,0.314761928250973,0.361731241077115,0.8701541,1.473667,0.4202595,1.053408,177.576794999435,3.1477643762732,4.8799194897567
Gaia DR2 3451205787996964864,88.1167712928126,0.033677411607158,32.6268894562075,0.030060605438181,0.656976047943732,0.04140141211341,15.86845,0.6259069,0.2370882,0.3888187,177.589778800577,3.15899802578179,4.88026819533908
Gaia DR2 3451201355590733696,88.1710927928011,0.038602285498838,32.5371170393245,0.030426807722255,0.680992774058558,0.037838154542891,17.99751,0.8523064,0.3245983,0.5277081,177.690519076004,3.15296793829016,4.88117212550674
Gaia DR2 3451177265114205312,88.0996060253356,0.05879282283847,32.4739530647097,0.046179907859136,0.646343837793338,0.053466056828289,12.08886,1.196246,0.5154505,0.6807957,177.714446698342,3.06898318507104,4.8849202405531
Gaia DR2 3451179979534530432,87.9940379007686,0.161611354753399,32.5105342355171,0.147408524046112,0.261984270984155,0.138500140056734,1.891581,1.142632,0.4442444,0.6983871,177.637625839366,3.01082841423239,4.88509935137621
Gaia DR2 3451194071326506368,88.0370062421242,0.981571547027849,32.6273616808174,0.789458835633587,-0.254161303493015,0.891503136056814,-0.285093,NaN,NaN,NaN,177.555246273679,3.10134254903686,4.88734074486013
Gaia DR2 3451201355590727168,88.1729989867372,0.046041946506633,32.5484668020545,0.036209048692548,0.672866196997065,0.047652227831887,14.12035,0.4953527,0.1807146,0.3146381,177.681533480044,3.16010258088569,4.8909985637025
Gaia DR2 3451180052549387136,87.9879924717998,0.700718474752632,32.5199758597659,0.620806098967,1.00581641350702,0.690750326749029,1.456122,1.400536,0.3096313,1.090904,177.626888708062,3.01123328878867,4.89283850759239
Gaia DR2 3451180116972482176,88.0751607544815,0.229543800590174,32.4714475866975,0.206680128020347,0.872961350954524,0.224350805923056,3.891055,1.449722,0.601881,0.8478413,177.706133003539,3.04993921818125,4.89297291930539
Gaia DR2 3451177677431064832,88.1242692502694,0.408574076417051,32.4821107988539,0.371090188810064,-0.407290065378584,0.425331648294849,-0.9575823,1.146763,0.2305012,0.9162617,177.717970207232,3.09105243983172,4.89301479351077
Gaia DR2 3451193384127847424,87.9802340839288,0.224012593600022,32.5619166344912,0.196267869044017,0.377878720486114,0.272153524739195,1.388476,0.9100285,-0.2248974,1.134926,177.587385386921,3.02690560610435,4.8946344709658
Gaia DR2 3451177780510302336,88.1609416351007,0.033629501534645,32.51324457433,0.027028296616333,0.644396371511912,0.03285124786553,19.61558,0.6476622,0.2481403,0.3995218,177.706789893647,3.13349468620792,4.89471973887632
Gaia DR2 3451205577540201344,88.1295682302179,0.154037489591441,32.6212133258262,0.128047528164466,1.66882722797285,0.172886533214153,9.652731,2.040941,0.9996014,1.04134,177.600150502441,3.16541184318816,4.89589609506563
Gaia DR2 3451204787266208128,88.1479648414803,0.559640775537762,32.6080179807957,0.418874695037229,0.543714335737222,0.666754970994046,0.8154635,1.54496,0.3997498,1.14521,177.619408026339,3.17208387614302,4.89670452790835
Gaia DR2 3451205547475043968,88.1411044040431,1.1166404470993,32.6138019495143,0.850707300987752,0.295715444711149,1.34183988923287,0.2203806,0.6952972,-0.6787357,1.374033,177.611481218791,3.17003257525086,4.89906568255578
Gaia DR2 3451194067027859712,88.0484031271811,0.378133121053305,32.6311655690353,0.339322744510651,1.16946845597637,0.431011103386702,2.713314,2.36409,1.095823,1.268267,177.556841893141,3.11154335303472,4.89998724974706
Gaia DR2 3451194105685473280,87.9997785824602,0.029764858916511,32.6030575282626,0.027739322788123,0.68746637472976,0.029232043795131,23.51756,0.7118711,0.2759161,0.435955,177.560273115428,3.06198813341324,4.90381848690842
Gaia DR2 3451194135747039744,88.0126306265935,0.461832466166825,32.6145655156101,0.429415074741249,-0.226608365675999,0.501655321983973,-0.4517213,1.664663,0.753994,0.9106693,177.555850139961,3.07715827249549,4.90473337572497
Gaia DR2 3451205581838531584,88.1273029564589,0.125849947457485,32.6226135843464,0.11784631159921,0.657192879907424,0.15716027298511,4.181673,1.345402,0.5612259,0.7841759,177.597973109508,3.164476809389,4.9053560577985
Gaia DR2 3451177750450500992,88.1505817910554,0.058506193182557,32.500293162209,0.052733057968471,0.108331554725848,0.05926442857891,1.827936,0.886384,0.351387,0.534997,177.713538812145,3.11940009879554,4.90560413994704
Gaia DR2 3451180224348046976,88.0932288196846,0.97924733226266,32.4724580272172,0.759610361944445,-0.066138003567534,1.21853368761937,-0.05427671,1.09675,0.07186317,1.024887,177.713004461656,3.06358815682241,4.90601717849124
Gaia DR2 3451180430506510208,88.0330222335639,0.207057106619035,32.4798714027761,0.209255557093988,0.804716172574423,0.430979559577366,1.867179,1.192881,0.2680435,0.9248371,177.680797875011,3.02358364089234,4.90634547077262
Gaia DR2 3451205753635106048,88.0966549281476,2.32455990176844,32.6329748012902,1.84685518732135,NaN,NaN,NaN,NaN,NaN,NaN,177.575923454187,3.1474805084647,4.90667900430738
Gaia DR2 3451194140041989376,88.0187190592236,1.10541725833398,32.6187521349329,1.04624405947902,2.62651600626477,1.25482390486008,2.093135,1.201622,0.1139393,1.087683,177.554845415472,3.08370199337604,4.90754620540827
Gaia DR2 3451180430510144896,88.027468610963,0.02967727916887,32.4823846644191,0.026918812600382,0.636616354020453,0.031129581395659,20.45053,0.592905,0.2238712,0.3690338,177.676247834631,3.0208233725265,4.90765569410169
Gaia DR2 3451180430506509952,88.0340915940073,0.419918482688917,32.4793521885828,0.372042414243842,0.639868391543876,0.437460632633722,1.462688,1.760023,0.5605812,1.199442,177.681704426646,3.02409726308853,4.91037630513811
Gaia DR2 3451193727728357504,87.9953617522837,0.034088896747957,32.5982844739811,0.031969775354888,0.640777237390816,0.038466386614956,16.65811,0.5616684,0.2066689,0.3549995,177.562498301855,3.0563587374635,4.9184042560669
Gaia DR2 3451177608711591808,88.1302047188571,0.181344975688408,32.4846822094956,0.15850991214419,0.833875362774796,0.200466564928222,4.159673,1.879286,0.8826962,0.9965897,177.718292289049,3.09667180268766,4.91898810449952
Gaia DR2 3451178953039101440,88.0232388841979,4.16994135120923,32.4842660855847,6.39955478912568,NaN,NaN,NaN,0.7623978,-0.3188992,1.081297,177.672810642259,3.01870471760204,4.9241695942062
Gaia DR2 3451201316939973376,88.1704083814135,0.293857378344439,32.5311640753622,0.249407805833113,-0.396078032123434,0.317121470006355,-1.248979,1.676657,0.667984,1.008673,177.695366792002,3.14945490803775,4.93001101472283
Gaia DR2 3451204787266205824,88.15409829662,1.72528423221683,32.6028049381738,0.95040180491605,-2.62608112059107,1.81860224074408,-1.444011,1.095844,-0.1915188,1.287363,177.626531179816,3.17389718805224,4.93456227033953
Gaia DR2 3451179704656572160,88.0186405345653,0.2064017782038,32.4866402899856,0.188163532586684,0.442611326883988,0.17819572068794,2.483849,1.407564,0.5933685,0.8141956,177.668790193638,3.01656859891325,4.93955702802363
Gaia DR2 3451194135747046144,88.0147356115173,0.511063381811992,32.6168217821869,0.47754465520463,0.27774252163123,0.570802117625603,0.4865828,1.591137,0.5873966,1.00374,177.554805013166,3.07983133554212,4.9395852144119
Gaia DR2 3451193379832607616,87.9787841429209,0.213797137286139,32.5549105400394,0.193949306343967,0.723728922692443,0.218947461496134,3.305491,1.280649,0.5104523,0.7701969,177.5928067474,3.0222937192169,4.94010423688725
Gaia DR2 3451181530021770880,87.9841451341282,0.057910343333208,32.5260468720984,0.050371915290439,0.635817335696504,0.059306566708629,10.72086,1.159616,0.4905434,0.6690722,177.620001945499,3.01152311435641,4.94036501602983
Gaia DR2 3451193379832141696,87.9794426219407,0.0482005929025,32.5629044170189,0.041042152918528,0.558543868927667,0.047625508113153,11.72783,0.4244184,0.1362772,0.2881413,177.586194029088,3.02683285814955,4.94117867515933
Gaia DR2 3451180189991970560,88.0691287518668,0.035608844092598,32.4708568714101,0.030815072607387,0.628332644989878,0.035247050820741,17.82653,0.9877167,0.4055424,0.5821743,177.704057130773,3.0452541889807,4.941852670126
Gaia DR2 3451177784808352896,88.1647456649902,11.6538226108075,32.517725511338,7.60105162961248,NaN,NaN,NaN,NaN,NaN,NaN,177.70454839473,3.1385304653584,4.94260596990533
Gaia DR2 3451204787266207104,88.1510598631724,0.269189545763101,32.6062514206258,0.225147525435146,0.582609959686798,0.286147806475128,2.036046,1.624516,0.6147442,1.009771,177.622256408058,3.17343657917046,4.94423965938842
Gaia DR2 3451205547478791424,88.1384591040049,0.046081665698114,32.6167192432131,0.03783165973341,0.708446359426196,0.048502003494321,14.60654,0.4396648,0.1566229,0.283042,177.607831540734,3.1695899968637,4.94489082637329
Gaia DR2 3451177784806514816,88.1603956263668,0.628733124950278,32.5107210693806,0.590591772396767,-0.029444088607976,0.701041095892353,-0.04200052,1.983734,0.4378014,1.545933,177.708735157359,3.13181917735872,4.94656429232423
Gaia DR2 3451180224349370112,88.0944712160394,0.764827470724339,32.4719602601271,0.633060129629618,-0.350487400432347,0.768569437973677,-0.4560257,0.9598942,-0.1677303,1.127625,177.713966446923,3.06423901695049,4.94664202404849
Gaia DR2 3451180426211066112,88.0317967899361,0.027301172631282,32.4796308863011,0.022189373932642,0.671694107379296,0.026636005131715,25.21752,0.7581091,0.3001261,0.457983,177.680479842461,3.02257089846676,4.94725213600039
Gaia DR2 3451178953037762688,88.0280282826072,0.38252024794482,32.4812680543922,0.352088863291856,0.533165815816463,0.396292442380894,1.345385,0.9023705,-0.3576126,1.259983,177.677451197724,3.02066321121669,4.9515426962561
Gaia DR2 3451194036965958528,88.0302579265542,0.084216599962348,32.6257898247089,0.073972779763752,0.197149018775437,0.076046586689689,2.592477,1.36953,0.6148033,0.7547264,177.553713700221,3.09564778044352,4.95276823576559
Gaia DR2 3451177647367608320,88.1380005633659,0.197036506933365,32.4888027011726,0.18220426166181,0.212451213235827,0.201527673885969,1.054204,1.304855,0.06939697,1.235458,177.718073208025,3.10442894700389,4.95296496314242
Gaia DR2 3451205547478790912,88.1455543614006,0.28352903559423,32.6115090317678,0.234765615361633,7.28415688714752,0.304344114646963,23.93395,2.569628,1.135345,1.434282,177.615363264512,3.17210221715112,4.95355700443422
Gaia DR2 3451179773376079488,88.0004118880584,0.128548476539251,32.5008972085853,0.113366440720797,0.222389700308221,0.124059662918492,1.792603,1.208277,0.5062313,0.7020454,177.648672747708,3.01056395607075,4.9559983966085
Gaia DR2 3451194071325680512,88.0505166322998,0.057470835107631,32.6326610522412,0.05184104150923,0.665211917843937,0.056088484233976,11.86004,1.095569,0.4617872,0.6337814,177.556455848066,3.11383592745802,4.9566332192459
Gaia DR2 3451193384126979328,87.9791473247209,2.79811727861017,32.5631983007832,2.51645836920559,NaN,NaN,NaN,NaN,NaN,NaN,177.585813929075,3.02676778948811,4.95814320322899
Gaia DR2 3451179704656570112,88.0155513991091,0.119960365461765,32.488066563127,0.103106803063073,0.450264331834333,0.121374689993646,3.709705,1.376242,0.5751419,0.8010998,177.66623480594,3.01504804532498,4.96623548822419
Gaia DR2 3451205749338912512,88.0833889336114,0.155177902638222,32.6355584422124,0.133697537704632,0.067865673494045,0.167289588434148,0.4056778,1.14959,0.4196587,0.7299309,177.56801945641,3.13916206090527,4.96654436620197
Gaia DR2 3451204482326907136,88.1681895789958,0.55990397707024,32.5826314817702,0.457446287824079,0.476776253543581,0.645297164432599,0.7388476,0.8018417,0.1892376,0.6126041,177.649974771375,3.17391351681275,4.96855509636957
Gaia DR2 3451193281050997888,87.9784398342693,9.18905281439292,32.5466501994704,2.70479449225587,NaN,NaN,NaN,NaN,NaN,NaN,177.599783921426,3.01784718951299,4.9709762756865
Gaia DR2 3451179979534544512,87.9881978141272,1.16241464825335,32.5164751480398,0.985790404636129,NaN,NaN,NaN,NaN,NaN,NaN,177.62999634787,3.00960412519532,4.9723290681954
Gaia DR2 3451180189988329600,88.0699197387181,0.130592826584129,32.4701986485862,0.109873692956509,0.366580619960936,0.122930593619287,2.982013,1.143959,0.4241791,0.71978,177.704964209134,3.04549526541401,4.97842403451428
Gaia DR2 3451193281052291072,87.9798611435942,0.080361145199042,32.5369402696043,0.070707118526248,0.636019261347933,0.078253025336576,8.127728,1.289433,0.5684662,0.7209663,177.608768576907,3.01394619572808,4.97879808218711
Gaia DR2 3451179983831298304,87.9877558437963,0.789903529839434,32.5168698248775,0.672608844367475,1.50947186169779,0.650833380994652,2.319291,1.594229,0.2163982,1.377831,177.629466337137,3.00948359811112,4.98205266093483
Gaia DR2 3451177647371296128,88.1386976886708,0.088711860278756,32.4886284229261,0.081390624135831,0.145457586949818,0.090318415083892,1.610498,1.173756,0.4197445,0.7540112,177.718522136721,3.1048475141678,4.98331845025347
Gaia DR2 3451204512387949184,88.1669600504081,0.272644253115869,32.585852660727,0.241384606976806,0.756839170786124,0.283717449621208,2.667581,1.236568,0.4584503,0.7781181,177.646667574664,3.17465194731325,4.9837331414217
Gaia DR2 3451177750446784256,88.1570936179093,0.429348588401389,32.5052857828131,0.347916417944602,-0.45270132124542,0.649556463317651,-0.6969391,2.158409,1.055525,1.102884,177.712015126834,3.12666452834205,4.98388866746451
Gaia DR2 3451205547475042816,88.1453833175388,0.550658211490959,32.6124785187078,0.469519804880157,-0.23704889321217,0.584394540920131,-0.4056316,1.238638,0.400898,0.8377399,177.614453049355,3.17246924387654,4.98889789092236
Gaia DR2 3451194140045199232,88.0081671409116,0.165551175725831,32.6130741289168,0.151203600328167,0.201274085040487,0.172223083056652,1.168682,1.22016,0.4579773,0.7621822,177.555225109849,3.07316202483705,4.99101835514339
Gaia DR2 3451194140043552128,88.0102878326752,1.08224576889251,32.6147612030592,0.924151083420811,1.11776140607161,1.08972738433393,1.025726,1.210886,-0.05651093,1.267397,177.554677910514,3.07555754904943,4.9921432428463
Gaia DR2 3451180357498734720,88.0363573824587,0.388769164314923,32.4769496396141,0.353396492243783,1.14551348962078,0.404939796703684,2.828849,1.849237,0.5174656,1.331772,177.684748941513,3.02452441982187,4.99283514637868
Gaia DR2 3451204306227887872,88.1751656285687,0.032254608161163,32.5539552750295,0.027609374217556,0.668360981601979,0.035810502512801,18.66383,0.6852646,0.2675791,0.4176855,177.677720416504,3.16445728492078,4.99322423803564
Gaia DR2 3451180361790666880,88.0403791622621,0.173839503390625,32.4755125834628,0.15352576218772,0.484288855075407,0.169360656121429,2.859512,NaN,NaN,NaN,177.687713494328,3.02671812512184,4.99387162069965
Gaia DR2 3451177647371292928,88.1427027112778,0.074098853068966,32.4912952386041,0.067415931247038,0.300972384806957,0.075230315311597,4.000679,0.9958935,0.4012413,0.5946522,177.717934485188,3.10911127750402,4.994034331572
Gaia DR2 3451205581836401664,88.1189146787186,1.45756672864755,32.6281382250663,1.64689977038425,1.61107775838289,1.94774807421526,0.8271489,0.9860039,-0.1811352,1.167139,177.5896171456,3.16118707175409,4.99405506859132
Gaia DR2 3451180361790666240,88.0466564317836,0.04889205124142,32.4736244003708,0.042546252693601,0.806481032830253,0.048137161724267,16.75381,1.114366,0.4711847,0.6431808,177.692034407548,3.03032248532543,4.99468412643086
Gaia DR2 3451194101387299968,88.0068321109231,0.143186442845433,32.6120902100256,0.130548376243978,0.820330927786958,0.149587101781688,5.483968,1.791365,0.8359394,0.9554253,177.555502139673,3.07169363649602,4.99587113566629
Gaia DR2 3451179708953352576,88.0153738296219,1.36005101754533,32.4875530751184,1.13083398278591,NaN,NaN,NaN,NaN,NaN,NaN,177.666601614845,3.01465826632868,4.99599399604749
Gaia DR2 3451193727728366592,87.9885598819169,0.040769727319068,32.5910693373344,0.038326127107027,0.622575056224932,0.041650604496175,14.94756,1.007609,0.4156179,0.5919914,177.565807638914,3.04775773629702,4.99645864692115
Gaia DR2 3451178953037763456,88.0246696287664,0.650147197284334,32.4820741559699,0.599199761359592,1.07578832613145,0.821373644927459,1.309743,1.678749,0.452919,1.22583,177.675315281613,3.01863157286748,4.99650637528808
Gaia DR2 3451204482324887808,88.1692860012462,1.64444929920755,32.5815303387326,1.50082068235185,NaN,NaN,NaN,0.8900261,-0.2488708,1.138897,177.651394349194,3.17415231674757,4.99736566796038
Gaia DR2 3451194135747321600,88.0197602704545,0.096805232728397,32.6212375104997,0.093663742926005,0.690430910682578,0.114218206118237,6.044841,1.261986,0.5452461,0.7167397,177.553146896448,3.08571930949388,4.99783717165419
Gaia DR2 3451193281050064256,87.9802521269831,0.777408040989455,32.5338670768147,0.664177143348999,1.84066190573598,0.638153714662815,2.884355,2.227215,0.9234657,1.303749,177.611586985834,3.01266882085656,4.99855664811728
Gaia DR2 3451193487208516992,87.9818180318665,0.817073647292205,32.5771077073551,0.689153747125793,0.298597663630148,0.684608879404001,0.436158,1.196028,0.245676,0.9503517,177.574961216583,3.03577252184839,4.99876771707317
Gaia DR2 3451204482326908288,88.1714471220233,0.071711722758487,32.5760990240988,0.057107869775843,0.145376256459991,0.068025873198802,2.137073,0.8918228,0.3424454,0.5493774,177.657008386205,3.17297135756761,5.00032001153505
Gaia DR2 3451193379832655488,87.9800090411395,0.047726749896604,32.5715360403543,0.042805696459693,0.889135311048399,0.048704288065807,18.25579,1.231203,0.5349188,0.6962843,177.578991641866,3.0316290310675,5.0017137811836
Gaia DR2 3451177647371294592,88.1403935988822,0.110153268589707,32.4893646887648,0.100622668139684,0.312537601172554,0.111457180736775,2.804105,1.335096,0.5570488,0.7780476,177.718612596122,3.10645382465575,5.00419717546542
Gaia DR2 3451179777675117696,88.0068746314701,0.183126457659438,32.4936609587768,0.156349530068928,0.347700541800838,0.186537880923901,1.863967,1.324829,0.5541191,0.77071,177.657687044115,3.01158428354396,5.00574628961001
Gaia DR2 3451180151332219264,88.0561174229288,0.030427708494599,32.4713262183542,0.024671460328136,0.658312849920093,0.030065849677038,21.8957,0.7040758,0.2690191,0.4350567,177.698074018705,3.0360334716215,5.00655669722572
Gaia DR2 3451194101387269504,87.9965650165779,0.114755194567335,32.602331809956,0.10743860600983,0.875164804648472,0.112005229567334,7.813607,1.433538,0.6237221,0.8098164,177.5595223667,3.05928747532038,5.00737024051718
Gaia DR2 3451193276759935104,87.9781439672305,0.043185539752009,32.5430091482538,0.037439759392636,0.245049496552364,0.043358557044798,5.651699,1.410675,0.5763597,0.8343153,177.60279754226,3.01578255815934,5.00740354337335
Gaia DR2 3451204791564546688,88.1561986725737,0.236474754772569,32.6026374329889,0.199536487884051,0.544204045555325,0.252890440416347,2.151936,1.581173,0.5974941,0.9836788,177.627573636439,3.17533784671188,5.01349684160264
Gaia DR2 3451201252511803648,88.1693362480396,0.055149953720511,32.5238285184127,0.039903131148171,0.563004297300168,0.058854063045684,9.566108,0.5586777,0.2043886,0.3542891,177.701242441333,3.14495954061021,5.014054720013
Gaia DR2 3451177784810228352,88.1618981122896,1.78560305973385,32.5106460199558,1.56532310288598,NaN,NaN,NaN,1.148781,-0.1773472,1.326128,177.709442861922,3.13287352800552,5.01425176917125
