2.140551856305779665e+02,1.117192961320772383e+03,1.316396286417720376e+03
6.490260106331326995e+01,1.198257830370632064e+03,1.320176816572260577e+03
6.329155948446273783e+01,1.285793401028769722e+03,1.414602940955313443e+03
6.856774548176318262e+01,1.338531119500657951e+03,1.470860357462498087e+03
7.090004548086140801e+01,1.273636235834105946e+03,1.402003442799259801e+03
7.440345706878251519e+01,1.330190952447230529e+03,1.464310360712960573e+03
6.157502200746154131e+01,1.267752864506339165e+03,1.400196804863364832e+03
6.204876461473322280e+01,1.299818916472710043e+03,1.427779101001214030e+03
6.067443188292662626e+01,1.255435078082708742e+03,1.377033146061187381e+03
6.470651063462837271e+01,1.183095615636880893e+03,1.298081345547239607e+03
6.453951658394636581e+01,1.238033153625009845e+03,1.372542842551626563e+03
6.006481382178661477e+01,1.344806252385058997e+03,1.476682544680608999e+03
5.935238629042319047e+01,1.319375665930750529e+03,1.447723720707054326e+03
5.977330581160108380e+01,1.312822742789389849e+03,1.451883578791441778e+03
7.102343133833493027e+01,1.271475133324928720e+03,1.393169714989703380e+03
5.909443101458394665e+01,1.247465868350423989e+03,1.382919531506010571e+03
7.323163504294741699e+01,1.261187578467334106e+03,1.401570495798533784e+03
7.577189343180130265e+01,1.236795560275765638e+03,1.372464039440169927e+03
6.809988824989989098e+01,1.179135437702294666e+03,1.291458574824365769e+03
7.214993743387934444e+01,1.255763843895022774e+03,1.396887033299645054e+03
5.423641477671876032e+01,1.340482535690513487e+03,1.475890297822493721e+03
7.050755572831000961e+01,1.321195489846611963e+03,1.470594563517159713e+03
7.509036697283200112e+01,1.274719669479540926e+03,1.395973283698091336e+03
4.933956048821548990e+01,1.196433595256317631e+03,1.310299334007020434e+03
5.345450633145711095e+01,1.307194120140152563e+03,1.444262222666965954e+03
6.741729390934602861e+01,1.309740879103849920e+03,1.458937388302729460e+03
7.493259887918490847e+01,1.318356835065583255e+03,1.469227284073970850e+03
6.917139957200710398e+01,1.216483635957356682e+03,1.328842657438746301e+03
4.925750656927378657e+01,1.288743567930059953e+03,1.415946778236750333e+03
5.247531326750393532e+01,1.248492572777800433e+03,1.361418170171717520e+03
7.985853597392880943e+01,1.262195410426641047e+03,1.407376285669081653e+03
8.255313788577431922e+01,1.211289479589029042e+03,1.345723785893488412e+03
4.807706605745306661e+01,1.225632103720667146e+03,1.359850207104183028e+03
9.117787258222352875e+01,1.331340396339916424e+03,1.467223847123737414e+03
5.648816811055692000e+01,1.244014444535526991e+03,1.387098653733347874e+03
7.018816905152625907e+01,1.289634988646528882e+03,1.441808578798146073e+03
8.297519189393601380e+01,1.290490927064576226e+03,1.412856989104409877e+03
4.817764829227349566e+01,1.297252083224607077e+03,1.417078195305486815e+03
5.372473198954548934e+01,1.328415275214120584e+03,1.476798401706921368e+03
5.070768597843601810e+01,1.361968045620962812e+03,1.487342909573688758e+03
7.007481465711990154e+01,1.255249941525576560e+03,1.366463861375173565e+03
5.560562385519927631e+01,1.340660261990276013e+03,1.458986185751027278e+03
4.845265507169603580e+01,1.266851522702021612e+03,1.381248979557402436e+03
8.589234438724930953e+01,1.256515522116066450e+03,1.380902470850096961e+03
5.782813921222431475e+01,1.258825080023510964e+03,1.367611039057180506e+03
4.259854588126273001e+01,1.258868283931506312e+03,1.384154585073325734e+03
8.330308750049681521e+01,1.337984824239359341e+03,1.460583493502254896e+03
8.806528698206967931e+01,1.295124004130300136e+03,1.444370523830498996e+03
6.773547912155110851e+01,1.237235828800656918e+03,1.385100508151645045e+03
9.071189558405035314e+01,1.323281410015222718e+03,1.453197607587060247e+03
7.326579912772945136e+01,1.264136782763715928e+03,1.416099401931661305e+03
6.177652883511753146e+01,1.323974215555914270e+03,1.437320552581507854e+03
